PRODUCT_KEY;PRODUCT_ID;PRODUCT_NAME;CURRENT_CATALOG_NAME;NORMALIZED_DIRECTION;CATALOG_MATCH_STATUS;GOODS_PRESENT;SECTION_NAME;PARENT_SECTION;COST_PRICE;COEFFICIENT;OFFER_ROWS;OFFER_DEALS;OFFER_QTY_LADDER;ORDER_ROWS;ORDER_DEALS;TOTAL_ORDER_QTY;CURRENT_BASE_PRICE;ORDER_PRICE_P25;ORDER_PRICE_P50;ORDER_PRICE_P75;ORDER_QTY_P25;ORDER_QTY_P50;ORDER_QTY_P75;PRICE_RATIO_P25;PRICE_RATIO_P50;PRICE_RATIO_P75;PRICE_RATIO_MIN;PRICE_RATIO_MAX;PRICE_RATIO_RANGE;PRICE_MODE;CONFIDENCE_TIER;MANUAL_REVIEW_REASON
manual:пластиковые карты с магнитной полосой и штрхкодом;0;ПЛАСТИКОВЫЕ КАРТЫ С МАГНИТНОЙ ПОЛОСОЙ И ШТРХКОДОМ;ПЛАСТИКОВЫЕ КАРТЫ С МАГНИТНОЙ ПОЛОСОЙ И ШТРХКОДОМ;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;100;;45;45;45;100;100;100;;;;;;;manual;low;manual_or_missing_catalog
manual:пластиковые карты с нумерацией;0;ПЛАСТИКОВЫЕ КАРТЫ С НУМЕРАЦИЕЙ;ПЛАСТИКОВЫЕ КАРТЫ С НУМЕРАЦИЕЙ;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;300;;31;31;31;300;300;300;;;;;;;manual;low;manual_or_missing_catalog
manual:пластиковые карты с печатью;0;пластиковые карты с печатью;пластиковые карты с печатью;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;40;;95;95;95;40;40;40;;;;;;;manual;low;manual_or_missing_catalog
manual:пластиковые карты с чипом (50) pos;0;Пластиковые карты с чипом (50) POS;Пластиковые карты с чипом (50) POS;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;50;;100;100;100;50;50;50;;;;;;;manual;low;manual_or_missing_catalog
manual:пластиковые карты с чипом майсаф (50);0;Пластиковые карты с чипом майсаф (50);Пластиковые карты с чипом майсаф (50);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;50;;100;100;100;50;50;50;;;;;;;manual;low;manual_or_missing_catalog
manual:пластиковые карты с чипом майфар (50);0;ПЛАСТИКОВЫЕ КАРТЫ С ЧИПОМ МАЙФАР (50);ПЛАСТИКОВЫЕ КАРТЫ С ЧИПОМ МАЙФАР (50);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;50;;90;90;90;50;50;50;;;;;;;manual;low;manual_or_missing_catalog
manual:пластиковые карты с чипом майфер;0;пластиковые карты с чипом МАЙФЕР;пластиковые карты с чипом МАЙФЕР;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;30;;90;90;90;30;30;30;;;;;;;manual;low;manual_or_missing_catalog
manual:пластиковые карты с чипом марин;0;пластиковые карты с чипом Марин;пластиковые карты с чипом Марин;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;50;;100;100;100;50;50;50;;;;;;;manual;low;manual_or_missing_catalog
manual:пластиковые карты с эмбоссированием (35);0;пластиковые карты с эмбоссированием (35);пластиковые карты с эмбоссированием (35);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;100;;60;60;60;100;100;100;;;;;;;manual;low;manual_or_missing_catalog
manual:пластиковые карты с эмбоссированием 8,5х5,5 см с закругленными углами 250;0;Пластиковые карты с эмбоссированием 8,5х5,5 см с закругленными углами 250;Пластиковые карты с эмбоссированием 8,5х5,5 см с закругленными углами 250;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;250;;60;60;60;250;250;250;;;;;;;manual;low;manual_or_missing_catalog
manual:пластиковые таблички с гравировкой (100) pos;0;Пластиковые таблички с гравировкой (100) POS;Пластиковые таблички с гравировкой (100) POS;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;57;;178;178;178;57;57;57;;;;;;;manual;low;manual_or_missing_catalog
manual:пленка день ночь(5000);0;Пленка день ночь(5000);Пленка день ночь(5000);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1.7;;7000;7000;7000;1.7;1.7;1.7;;;;;;;manual;low;manual_or_missing_catalog
manual:пленка длц;0;Пленка ДЛЦ;Пленка ДЛЦ;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;20;;130;130;130;20;20;20;;;;;;;manual;low;manual_or_missing_catalog
manual:пленка с прорезкой 1 цвет;0;Пленка с прорезкой 1 цвет;Пленка с прорезкой 1 цвет;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;40;;60;60;60;40;40;40;;;;;;;manual;low;manual_or_missing_catalog
manual:плёнка светоотражающая желтая;0;плёнка светоотражающая желтая;плёнка светоотражающая желтая;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;2.5;;1050;1050;1050;2.5;2.5;2.5;;;;;;;manual;low;manual_or_missing_catalog
manual:пленка светоотражающая жельая(620);0;пленка светоотражающая жельая(620);пленка светоотражающая жельая(620);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;4;;950;950;950;4;4;4;;;;;;;manual;low;manual_or_missing_catalog
manual:пленки на окна;0;ПЛЕНКИ НА ОКНА;ПЛЕНКИ НА ОКНА;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;0;;;;;;;;;;;;;;manual;low;manual_or_missing_catalog
manual:плоские буквы вплотную к стене;0;ПЛОСКИЕ БУКВЫ ВПЛОТНУЮ К СТЕНЕ;ПЛОСКИЕ БУКВЫ ВПЛОТНУЮ К СТЕНЕ;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;0;0;0;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:плоские буквы из молочного акрила);0;ПЛОСКИЕ БУКВЫ ИЗ МОЛОЧНОГО АКРИЛА);ПЛОСКИЕ БУКВЫ ИЗ МОЛОЧНОГО АКРИЛА);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;0;0;0;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:плоские буквы из черного акрила);0;плоские буквы из черного акрила);плоские буквы из черного акрила);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;0;0;0;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подбор ключевых слов с ручным снятием позиций по точному соответствию(марьям);0;Подбор ключевых слов с ручным снятием позиций по точному соответствию(Марьям);Подбор ключевых слов с ручным снятием позиций по точному соответствию(Марьям);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1.1;;6000;6000;6000;1.1;1.1;1.1;;;;;;;manual;low;manual_or_missing_catalog
manual:подбор шрифта;0;Подбор шрифта;Подбор шрифта;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;2000;2000;2000;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подготовка;0;подготовка;подготовка;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;600;600;600;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подготовка  к производству;0;подготовка  к производству;подготовка  к производству;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;700;700;700;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подготовка  макета к печати;0;Подготовка  макета к печати;Подготовка  макета к печати;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;1000;1000;1000;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подготовка газель некст халимбекаул;0;Подготовка Газель некст Халимбекаул;Подготовка Газель некст Халимбекаул;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;2500;2500;2500;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подготовка дизайн газель некст роддом;0;Подготовка дизайн Газель некст роддом;Подготовка дизайн Газель некст роддом;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;5;;1000;1000;1000;5;5;5;;;;;;;manual;low;manual_or_missing_catalog
manual:подготовка дизайн проекта для согласования  ( с учетом+10%);0;подготовка дизайн проекта для согласования  ( с учетом+10%);подготовка дизайн проекта для согласования  ( с учетом+10%);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;6600;6600;6600;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подготовка дизайна к производству;0;подготовка дизайна к производству;подготовка дизайна к производству;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;400;400;400;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подготовка к производству+визуал;0;подготовка к производству+визуал;подготовка к производству+визуал;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;1000;1000;1000;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подготовка конверта к печати (750);0;ПОДГОТОВКА КОНВЕРТА К ПЕЧАТИ (750);ПОДГОТОВКА КОНВЕРТА К ПЕЧАТИ (750);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;1500;1500;1500;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подготовка макета  к производству;0;подготовка макета  к производству;подготовка макета  к производству;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;400;400;400;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подготовка макета 40%;0;Подготовка макета 40%;Подготовка макета 40%;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;50;50;50;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подготовка макетов;0;подготовка макетов;подготовка макетов;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;700;700;700;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подготовка файла;0;подготовка файла;подготовка файла;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;500;500;500;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подготовка файла к печати(дизайнерская работа);0;Подготовка файла к печати(дизайнерская работа);Подготовка файла к печати(дизайнерская работа);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;500;500;500;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подготовка файла к производству;0;ПОДГОТОВКА ФАЙЛА К ПРОИЗВОДСТВУ;ПОДГОТОВКА ФАЙЛА К ПРОИЗВОДСТВУ;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;600;600;600;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подключение к столбу цех;0;Подключение к столбу Цех;Подключение к столбу Цех;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;4000;4000;4000;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подключение к столбу цех (монтажники);0;подключение к столбу Цех (Монтажники);подключение к столбу Цех (Монтажники);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;3000;3000;3000;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подключение прожекторов цех (500) (руслан, сагид);0;Подключение прожекторов Цех (500) (Руслан, Сагид);Подключение прожекторов Цех (500) (Руслан, Сагид);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;5;;800;800;800;5;5;5;;;;;;;manual;low;manual_or_missing_catalog
manual:подключение прожекторов(500);0;Подключение прожекторов(500);Подключение прожекторов(500);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;12;;650;650;650;12;12;12;;;;;;;manual;low;manual_or_missing_catalog
manual:подложка;0;ПОДЛОЖКА;ПОДЛОЖКА;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;0;0;0;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подложка под буквы);0;подложка под буквы);подложка под буквы);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;0;0;0;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подставка для сберстойки;0;подставка для сберстойки;подставка для сберстойки;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;300;300;300;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подставка под мелочь;0;Подставка под мелочь;Подставка под мелочь;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;600;600;600;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:подтовка макета;0;Подтовка макета;Подтовка макета;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;2000;2000;2000;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:поклейка на двусторонний скотч;0;Поклейка на двусторонний скотч;Поклейка на двусторонний скотч;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;100;;10;10;10;100;100;100;;;;;;;manual;low;manual_or_missing_catalog
manual:поклейка на пэт этикеток 11х3см (курбан) печатная;0;поклейка на ПЭТ этикеток 11х3см (Курбан) Печатная;поклейка на ПЭТ этикеток 11х3см (Курбан) Печатная;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;144;;40;40;40;144;144;144;;;;;;;manual;low;manual_or_missing_catalog
manual:поклейка наклейки на коробку печатная;0;Поклейка наклейки на коробку Печатная;Поклейка наклейки на коробку Печатная;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;100;;40;40;40;100;100;100;;;;;;;manual;low;manual_or_missing_catalog
manual:покраска + накрутка;0;покраска + накрутка;покраска + накрутка;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;2;;500;500;500;2;2;2;;;;;;;manual;low;manual_or_missing_catalog
manual:покраска и шлифовка(1000) (руслан);0;ПОКРАСКА И ШЛИФОВКА(1000) (Руслан);ПОКРАСКА И ШЛИФОВКА(1000) (Руслан);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;2500;2500;2500;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:покраска, сборка конуса на подложке(500) цех (руслан);0;покраска, сборка Конуса на подложке(500) Цех (Руслан);покраска, сборка Конуса на подложке(500) Цех (Руслан);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;14;;650;650;650;14;14;14;;;;;;;manual;low;manual_or_missing_catalog
manual:покупка моделей для визуализации pos;0;Покупка моделей для визуализации POS;Покупка моделей для визуализации POS;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;3500;3500;3500;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:поликарбонат монолитный 5мм;0;Поликарбонат монолитный 5мм;Поликарбонат монолитный 5мм;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;10400;10400;10400;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:почасовая работа с дизайнером - художником;0;Почасовая работа с дизайнером - художником;Почасовая работа с дизайнером - художником;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;9500;9500;9500;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:правки;0;Правки;Правки;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;5000;5000;5000;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:прайс;0;ПРАЙС;ПРАЙС;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;0;0;0;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:прайс а4 двусторонний из пластикового материала(300);0;ПРАЙС А4 ДВУСТОРОННИЙ ИЗ ПЛАСТИКОВОГО МАТЕРИАЛА(300);ПРАЙС А4 ДВУСТОРОННИЙ ИЗ ПЛАСТИКОВОГО МАТЕРИАЛА(300);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;20;;450;450;450;20;20;20;;;;;;;manual;low;manual_or_missing_catalog
manual:презентация  для вершины;0;презентация  для вершины;презентация  для вершины;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;6;;1500;1500;1500;6;6;6;;;;;;;manual;low;manual_or_missing_catalog
manual:презентация для кидз авеню;0;презентация для кидз авеню;презентация для кидз авеню;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;6.5;;1500;1500;1500;6.5;6.5;6.5;;;;;;;manual;low;manual_or_missing_catalog
manual:пресс-волл 200х200см;0;Пресс-волл 200х200см;Пресс-волл 200х200см;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;0;0;0;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:пресс-волл на двойных хром-фермах+баннер (с учетом+10%);0;Пресс-волл на двойных хром-фермах+баннер (с учетом+10%);Пресс-волл на двойных хром-фермах+баннер (с учетом+10%);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;38500;38500;38500;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:пробник визитки невия 300 гр, 4+4, матовая ламинация 25 мкр+ пробник буклет хайкот 140 гр , 1 биг 1 шт;0;Пробник визитки Невия 300 гр, 4+4, матовая ламинация 25 мкр+ пробник буклет Хайкот 140 гр , 1 биг 1 шт;Пробник визитки Невия 300 гр, 4+4, матовая ламинация 25 мкр+ пробник буклет Хайкот 140 гр , 1 биг 1 шт;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;300;300;300;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:пробник винил;0;пробник винил;пробник винил;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;2;;200;200;200;2;2;2;;;;;;;manual;low;manual_or_missing_catalog
manual:пробник невия 200гр., 4+0, 2 бига;0;Пробник Невия 200гр., 4+0, 2 бига;Пробник Невия 200гр., 4+0, 2 бига;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;150;150;150;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:пробники блэк принт;0;Пробники блэк принт;Пробники блэк принт;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;300;300;300;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:пробники курбан;0;пробники Курбан;пробники Курбан;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;200;200;200;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:пробники такси;0;Пробники такси;Пробники такси;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;250;250;250;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:пробники этикеток в блэкпринте;0;пробники этикеток в блэкпринте;пробники этикеток в блэкпринте;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;4;;100;100;100;4;4;4;;;;;;;manual;low;manual_or_missing_catalog
manual:проварка металла+исправить букву (за работу 1000 руб);0;ПРОВАРКА МЕТАЛЛА+ИСПРАВИТЬ БУКВУ (ЗА РАБОТУ 1000 РУБ);ПРОВАРКА МЕТАЛЛА+ИСПРАВИТЬ БУКВУ (ЗА РАБОТУ 1000 РУБ);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;2000;2000;2000;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:провод;0;провод;провод;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;8;;40;40;40;8;8;8;;;;;;;manual;low;manual_or_missing_catalog
manual:провода;0;провода;провода;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;4000;4000;4000;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:прожектор (3000);0;прожектор (3000);прожектор (3000);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;12;;4000;4000;4000;12;12;12;;;;;;;manual;low;manual_or_missing_catalog
manual:прозрачные этикетки 10см диаметр уф с белой подложкой(1500);0;ПРОЗРАЧНЫЕ ЭТИКЕТКИ 10СМ ДИАМЕТР УФ С БЕЛОЙ ПОДЛОЖКОЙ(1500);ПРОЗРАЧНЫЕ ЭТИКЕТКИ 10СМ ДИАМЕТР УФ С БЕЛОЙ ПОДЛОЖКОЙ(1500);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;5;;1950;1950;1950;5;5;5;;;;;;;manual;low;manual_or_missing_catalog
manual:производство____;0;Производство____;Производство____;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;0;0;0;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:производство-----------------------------------------------------------------------;0;Производство-----------------------------------------------------------------------;Производство-----------------------------------------------------------------------;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;0;0;0;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:прокладка кабеля;0;прокладка кабеля;прокладка кабеля;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;1500;1500;1500;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:прокол;0;Прокол;Прокол;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;300;300;300;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:прокол в этикетке;0;прокол в этикетке;прокол в этикетке;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;120;;1;1;1;120;120;120;;;;;;;manual;low;manual_or_missing_catalog
"manual:прорезка ""стяжка пола""";0;"прорезка ""стяжка пола""";"прорезка ""стяжка пола""";__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;600;600;600;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:прорезка пленок;0;Прорезка пленок;Прорезка пленок;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;1950;1950;1950;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:протирка стекол;0;протирка стекол;протирка стекол;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;200;200;200;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:проф труба 40х40 (190);0;проф труба 40х40 (190);проф труба 40х40 (190);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;12;;304;304;304;12;12;12;;;;;;;manual;low;manual_or_missing_catalog
manual:профиль для неона (170);0;профиль для неона (170);профиль для неона (170);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;36;;250;250;250;36;36;36;;;;;;;manual;low;manual_or_missing_catalog
manual:профиль под неон;0;Профиль под неон;Профиль под неон;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;40;;300;300;300;40;40;40;;;;;;;manual;low;manual_or_missing_catalog
manual:профнастил (350);0;Профнастил (350);Профнастил (350);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;6;;975;975;975;6;6;6;;;;;;;manual;low;manual_or_missing_catalog
manual:профнастил 5 кв.м 1,2х4,5 м. утановка (700) (руслан, алигаджи);0;профнастил 5 кв.м 1,2х4,5 м. утановка (700) (Руслан, Алигаджи);профнастил 5 кв.м 1,2х4,5 м. утановка (700) (Руслан, Алигаджи);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;5;;1400;1400;1400;5;5;5;;;;;;;manual;low;manual_or_missing_catalog
manual:профнастил(5100);0;профнастил(5100);профнастил(5100);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;7700;7700;7700;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:процент;0;процент;процент;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;670;670;670;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:процент за безнал;0;Процент за безнал;Процент за безнал;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;5800;5800;5800;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:процент за безнал 10%;0;Процент за безнал 10%;Процент за безнал 10%;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;10000;10000;10000;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:пупырка стреч пленка (2000);0;Пупырка стреч пленка (2000);Пупырка стреч пленка (2000);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;3000;3000;3000;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:пэт1 дорхэнгер на ручку двери 11х25х3,3х1 1 биг без печати (98) печатная;0;ПЭТ1 Дорхэнгер на ручку двери 11х25х3,3х1 1 биг Без печати (98) Печатная;ПЭТ1 Дорхэнгер на ручку двери 11х25х3,3х1 1 биг Без печати (98) Печатная;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;72;;204;204;204;72;72;72;;;;;;;manual;low;manual_or_missing_catalog
manual:пэт1 дорхэнгер на ручку двери 11х25х3,3х1 1 биг с уф печатью с белым цветом (278) печатная;0;ПЭТ1 Дорхэнгер на ручку двери 11х25х3,3х1 1 биг с УФ печатью с белым цветом (278) Печатная;ПЭТ1 Дорхэнгер на ручку двери 11х25х3,3х1 1 биг с УФ печатью с белым цветом (278) Печатная;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;36;;556;556;556;36;36;36;;;;;;;manual;low;manual_or_missing_catalog
manual:р-001;;Р-001;;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;0;;;;;;;;;;;;;;manual;low;manual_or_missing_catalog
manual:р032;0;Р032;;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;800;800;800;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:работа альпиниста;0;Работа альпиниста;Работа альпиниста;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;11700;11700;11700;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:работа дизайнера по согласованию проекта;0;работа дизайнера по согласованию проекта;работа дизайнера по согласованию проекта;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;3000;3000;3000;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
manual:работа менеджера;0;работа менеджера;работа менеджера;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;1;1;1;;1000;1000;1000;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
