TEMPLATE_BUNDLE_KEY;TEMPLATE_PRODUCT_COUNT;TEMPLATE_DEAL_COUNT;EXACT_ORDER_MATCH_COUNT;CONTAINED_ORDER_MATCH_COUNT;MATCH_RATE_PER_TEMPLATE_DEAL;SAMPLE_TEMPLATE_TITLE;SAMPLE_ORDER_TITLE
13712;1;1;0;1;1;Пакет ПВД белый 40х50 см 2+0;АЛ-1209
13754;1;1;0;1;1;Пакет ПВД белый 40х50 см 3+0;РД-0140 Совок пакеты шоколад
13666;1;1;0;1;1;Дизайн обложки многостраничного меню;АК-0001
5886;1;1;0;1;1;Книга А5 100 стр. ЧБ твердый переплет;РФ-0023
5894;1;1;0;1;1;Книга А5 300 стр. ЧБ твердый переплет;РФ-0023
6632|7948;2;2;0;1;0.5;Баннер 240 гр на люверсах;ЗМ- 00032
6632|7958;2;2;0;1;0.5;Баннер 440 гр на люверсах;ЗМ-00123
13826;1;2;0;1;0.5;Пластиковая карта матовая;МХ_РОст
9596;1;1;0;1;1;Монтаж таблички на дюбель-гвозди;БББ-1499
9598;1;1;0;1;1;Монтаж таблички на дюбель-гвозди;АЛ-0177
5874;1;1;0;1;1;Календарь-домик перекидной 12 листов  210х118 мм;ИГ-0072
4306|7856;2;2;1;1;0.5;Календарь-плакат;РРР-0084 Абакар чертежи
4520|6080|7900|9098;4;1;0;1;1;Календарь-домик;АЛ-0796
6448|6912|8608|9532;4;2;0;1;0.5;Информационная табличка из оргстекла  30х15 см (с цветной аппликацией);МХ - 68226 Вывеска, табличка, самоклейки
10424;1;1;0;1;1;Отрисовка ручная орнамента;План эвакуации орг стекло + уф печать
5484|5692;2;1;0;1;1;Открытка бумага Coctail белый с 2 сгибами 15Х21 см;РГ-0017
14286;1;2;0;1;0.5;Ручка с логотипом (Какаду);БББ-2222
14224;1;1;0;1;1;Ручка-стилус с логотипом (Jucy);МН--0012--РучкиЭстетПластик
14176;1;1;1;1;1;Ручка с логотипом (Бремен);АЛ-1106
14116;1;1;0;1;1;Ручка  с логотипом (Lio Solid);ИД0260
14092;1;1;0;1;1;Ручка  с логотипом (Vini Solid);АА 0082 Ручки Ежедн
14774;1;1;0;1;1;Футболка «HD» из премиального хлопка мужская;МХ_футболки
13974;1;2;0;1;0.5;Ручка  с логотипом (Umbo);АА 0144 Мерч/полиграфия
13902;1;2;0;1;0.5;Ручка  с логотипом (Миллениум);АЛ-0970
13900;1;1;0;1;1;Ручка  с логотипом (Миллениум);АЛ-0973
14876;1;1;0;1;1;Сумка-шоппер «Carryme 220»;АА 0144 Мерч/полиграфия
14408;1;1;0;1;1;Флаг двусторонний 90х135 см флажная сетка;Флаги
14412;1;1;0;1;1;Флаг двусторонний 90х135 см флажная сетка;ГМ-0238
14434;1;1;0;1;1;Флаг двусторонний 100х150 см блэкаут;ГМ-0510
14390;1;1;0;1;1;Флаг односторонний  100х150 см флажная сетка;МА-0482
14398;1;1;1;1;1;Флаг односторонний  100х150 см блэкаут;АЛ-0837
11312|7980|9470;3;1;0;1;1;Ролл-ап стенд 120х200 см;ЗМ - Ролл-ап, Прессвол Наида
15134;1;1;0;1;1;Кружка «Марго»;ЮД-0137
15136;1;1;0;1;1;Кружка «Марго»;НМ--0010--ДетскийСадСарманд--Награда
7488|7512|7726|7792|8454|9822;6;1;0;1;1;"Световая вывеска ""УНИВЕРСАМ""";МАМ-0168
6220;1;1;1;1;1;Скотч с логотипом 2 цвета 40 мм х 50 м;ААХ 0033 Скотч
6448|6468|7484|7812|8608|9808|9820;7;1;0;1;1;Короб без подсветки круглый односторонний;МХ Хвалчен
15672;1;1;0;1;1;Флаер Офсет 115 гр/м2;АЛ-1194
5248;1;1;0;1;1;Флаер Офсет 150 гр/м2;МК-0133
15650;1;1;1;1;1;Листовка А6 Офсет 115 гр/м2;АЛ-1051
15656;1;1;0;1;1;Листовка А6 Офсет 115 гр/м2;ДЗ-0122
17812;1;2;0;1;0.5;Листовка А5 Офсет 80 гр/м2 односторонняя;МА-1186
17814;1;2;0;1;0.5;Листовка А5 Офсет 80 гр/м2 односторонняя;МА-1186
15640;1;1;0;1;1;Листовка А5 Офсет 150 гр/м2;ИД0800
17792;1;2;0;1;0.5;Листовка А4 Офсет 80 гр/м2 односторонняя;БББ-1037
17794;1;2;0;1;0.5;Листовка А4 Офсет 80 гр/м2 односторонняя;БББ-1549
17800;1;2;0;1;0.5;Листовка А4 Офсет 80 гр/м2 двухсторонняя;БББ-1693
4680;1;1;0;1;1;Листовка А4 Офсет 115 гр/м2;БББ-1414
15618;1;1;1;1;1;Листовка А4 Офсет 150 гр/м2;ЗМ -00560 Листовка А4 Офсет 150 гр/м2
15620;1;1;0;1;1;Листовка А4 Офсет 150 гр/м2;БББ-1037
11526;1;1;0;1;1;Листовка А3 Офсет 150 гр/м2 односторонняя;МХ Листовка А3 Офсет 150 гр/м2 односторонняя
17694;1;1;0;1;1;"Этикетка ""Прямоугольник"" 90х50 мм";АЛ-1026
17698;1;1;0;1;1;"Этикетка ""Прямоугольник"" 90х50 мм";ИИ - 68192 Этикетки на соления
17702;1;1;0;1;1;"Этикетка ""Прямоугольник"" 90х50 мм";ГМ-0484
17720;1;1;1;1;1;"Этикетка ""Круг"" 58х58 мм";ИД0410
17726;1;1;1;1;1;"Этикетка ""Круг"" 58х58 мм";ИД0149
17730;1;1;0;1;1;"Этикетка ""Круг"" 89х89 мм";ИД0186
17848;1;1;0;1;1;Дорхенгер скругленный верх Офсет 94х204 мм бумага 170 гр/м2 односторонний;АА 0247 Дорхенгеры и меню Абубия
17874;1;1;1;1;1;Дорхенгер скругленный верх Офсет 94х204 мм бумага 170 гр/м2 двухсторонняя;ФН0003
17880;1;1;0;1;1;Дорхенгер скругленный верх Офсет 94х204 мм бумага 300 гр/м2 двухсторонний;ИГ-0035
17882;1;1;0;1;1;Дорхенгер скругленный верх Офсет 94х204 мм бумага 300 гр/м2 двухсторонний;АЛ-1183
17886;1;1;0;1;1;Дорхенгер Офсет 66х194 мм бумага 170 гр/м2;МХ дорхенгеры
17888;1;1;0;1;1;Дорхенгер Офсет 66х194 мм бумага 170 гр/м2;ЗМ-00354  Дорхенгер Офсет 66х194 мм бумага 170 гр/м2
18884;1;1;0;1;1;Блокнот Офсет А5 в клетку 50 листов на металлической пружине;Мерч
18862;1;1;0;1;1;Брошюра офсет А5 на скобе 36 страниц;МХ_пробник
4514|4668;2;3;0;1;0.3333;Меню А4 одностраничное Крафт;ГГ-0076
18984;1;1;0;1;1;Буклет А3 2 Бига Офсет 150 гр/м2;АЛ-1008
19006;1;1;0;1;1;Бейдж акриловый с уф-печатью 8,5х5,5 см;юд-0404
19010;1;1;0;1;1;Бейдж акриловый с уф-печатью 8,5х5,5 см;юд-0226 (Д)
19012;1;1;0;1;1;Бейдж акриловый с уф-печатью 8,5х5,5 см;гм-0409
19022;1;1;1;1;1;Бейдж на зеркальном золоте/серебре 8,5х5,5 см;Дз-0078
19072;1;2;1;1;0.5;Бейдж царапанный пластик с гравировкой/гравировкой с покраской 8,5х5,5 см;АЛ-1027
19076;1;1;1;1;1;Бейдж царапанный пластик с уф-печатью 8,5х5,5 см;Бейдж
19092;1;2;0;1;0.5;Ежедневник недатированный А5 «Megapolis Soft»;АА 0186 Ежедневники
19200;1;2;0;1;0.5;Ежедневник недатированный А5 «Megapolis»;АА 0082 Ручки Ежедн
19322;1;1;1;1;1;Дорхенгер скругленный верх с ламинацией Офсет 94х204 мм бумага 170 гр/м2 двухсторонняя;ИД0267
19246;1;1;0;1;1;Метод нанесения: тиснение бесцветное;ААХ 0050 Блокноты ежедневники
6318;1;2;0;1;0.5;Самоклейка световая с УФ-печатью;МК-0361
6322;1;1;0;1;1;Самоклейка световая с УФ-печатью;ИД0790
7484|7724|8608|8692|9820;5;1;0;1;1;Плоская световая буква с цветной контражурной подсветкой;МАМ-0227
7484|7724|7788|8452|9820;5;3;0;1;0.3333;Объемная буква световая стандартная+RGB лента;АЛ-0881
7484|7724|7788|8392|8452;5;3;0;1;0.3333;Объемная световая буква;АЛ-0039
7484|7724|7812|8392|8452;5;2;0;1;0.5;Объемная световая буква;МХ ВЕНкофе
7486|7724|7814|8392|8452;5;1;0;1;1;Объемная световая буква;0305
10464|4712|4802|6112;4;1;0;1;1;Блокнот А5 в клетку 50 листов на металлической пружине;ЗМ- Аскор Блокноты
11104|4712|4802|6112;4;1;0;1;1;Блокнот А5 без клетки 50 листов на металлической пружине;ИД0602
10464|4712|4802|6132;4;1;0;1;1;Блокнот А5 в клетку 30 листов на пластиковой пружине;Блокнот А5 в клетку 30 листов на пластиковой пружине
11104|4708|4802|6126;4;1;0;1;1;Блокнот А5 без клетки 30 листов на пластиковой пружине;ИГ-0072
10458|4708|4802|6096;4;1;0;1;1;Блокнот А5 в клетку 30 листов на металлической пружине;ЗМ-00716
10462|4520|6098|7902;4;1;0;1;1;Блокнот А4 в клетку 30 листов на металлической пружине;МХ-0013 блокноты
11104|4708|4802|6096;4;1;1;1;1;Блокнот А5 без клетки 30 листов на металлической пружине;ЗМ-00717
11104|4712|4802|6100;4;1;0;1;1;Блокнот А5 без клетки 30 листов на металлической пружине;лабус блокноты 50 штук
10446|4524|6102|7902;4;1;0;1;1;Блокнот А4 без клетки 30 листов на металлической пружине;АЛ-0973
4308|7862|9096;3;1;0;1;1;Буклет А3 2 Бига эконом 105 гр/м2;БББ 0615 меню
5750|7906;2;1;1;1;1;Буклет А4 2 Бига глянец 115 гр/м2;МХ_буклеты
4620|5750;2;1;0;1;1;Буклет А4 2 Бига глянец 170 гр/м2;АЛ-0001
5080|5178;2;1;0;1;1;Флаер глянец 115 гр/м2 односторонний;НМ-0003-Флаер глянец 105 гр/м2 односторонний
5080|5182;2;1;0;1;1;Флаер глянец 150 гр/м2 односторонний;БББ-2016
5088|5182;2;1;0;1;1;Флаер глянец 150 гр/м2 односторонний;АА 0019 БлокнотыА5
5084|5184;2;1;1;1;1;Флаер глянец 170 гр/м2 односторонний;ААХ 0056 Флаеры Симба шоп
5084|5186;2;1;0;1;1;Флаер глянец 200 гр/м2 односторонний;АЛ-0678
5098|5192;2;3;0;1;0.3333;Флаер эконом 105 гр/м2 двухсторонний;ГГ-0011
5092|5192;2;1;0;1;1;Флаер эконом 105 гр/м2 односторонний;АЛ-0083
5098|5194;2;3;0;1;0.3333;Флаер эконом 180 гр/м2 двухсторонний;РРР-0102
5094|5194;2;1;0;1;1;Флаер эконом 180 гр/м2 двухсторонний;АЛ-1261
5080|5194;2;1;0;1;1;Флаер эконом 180 гр/м2 односторонний;МК-0293
5080|5174;2;1;0;1;1;Флаер стандарт 250 гр/м2 односторонний;МА-0027
5086|5174;2;1;0;1;1;Флаер стандарт 250 гр/м2 двухсторонний;МХ_РОст
12832|5088;2;1;0;1;1;Флаер эконом 270 гр/м2 односторонний;МА-1306
20678;1;1;0;1;1;Пакет крафт белый с ручками 37х33х18 см с печатью 1+0;БББ-1365
23088|6288|8692|9134|9808;5;1;0;1;1;"Информационный стенд ""Правила дорожного движения"" ПВХ5 85х100 см";ЗМ-00048
13806|9136|9260;3;2;0;1;0.5;"Информационный стенд ""Уголок безопасности дорожного движения"" ПВХ5 150х100 см";БББ-1004
13806|13836|23088|6288|9134|9808;6;1;0;1;1;"Информационный стенд с карманами А4 (5 шт) ""Классный уголок"" ПВХ5 90х76 см";ЗМ-00126      Информационный стенд с объемными карманами А4 (5 шт) и А5 (1 шт) ПВХ5 80х90 см
20480;1;2;0;1;0.5;Пластиковая карта с эмбоссированием матовая;МХ_ланъярды
21016;1;1;0;1;1;Бланк А4 Офсет цветной двухсторонний;БББ-1882
20996;1;1;1;1;1;Бланк А5 Офсет ЧБ односторонний;ИД0168
14336;1;4;0;1;0.25;Стойка для оплаты царапанный пластик с гравировкой 15х10 см;Сберстойка из царапанного пластика 15х10 см цвета серебро/черный шрифт
14338;1;6;0;1;0.1667;Стойка для оплаты царапанный пластик с гравировкой 15х10 см;гм-0499
14348;1;3;0;1;0.3333;Стойка для оплаты акриловая с гравировкой 15х10 см;Кюаркод
14352;1;2;1;1;0.5;Стойка для оплаты прозрачная с гравировкой 15х10 см;БББ 0662
14362;1;3;1;1;0.3333;Стойка для оплаты акриловая с золотом с гравировкой 15х20 см;МН--0026--СтойкаоплатыУмай
21036;1;1;0;1;1;Адаптивный дизайн блока хедер;ГМ-0420
21042;1;1;0;1;1;Адаптивный дизайн блока футер;ГМ-0420
21096;1;1;0;1;1;Адаптивный дизайн формы оплаты;ГМ-0420
21078;1;1;0;1;1;Адаптивный дизайн формы заявки;ГМ-0420
21138;1;1;0;1;1;Адаптивный дизайн блока таблица;ГМ-0420
21090;1;1;0;1;1;Адаптивный дизайн страницы регистрации;ГМ-0420
21114;1;1;0;1;1;Адаптивный дизайн блока статья;ГМ-0420
21162;1;1;0;1;1;Адаптивный дизайн слайдера;ГМ-0420
21048;1;1;0;1;1;Адаптивный дизайн блока сайдбар;ГМ-0420
21174;1;1;0;1;1;Адаптивный дизайн блока преимущества работы с нами;ГМ-0420
21142;1;1;0;1;1;Адаптивный дизайн поиска;РБ - 0015 Шамиль Спарта
21144;1;1;0;1;1;Адаптивный дизайн поиска;ГМ-0420
21168;1;1;0;1;1;Адаптивный дизайн блока отзывы;ГМ-0420
21072;1;1;0;1;1;Адаптивный дизайн модального окна;ГМ-0420
21132;1;1;0;1;1;Адаптивный дизайн блока личный кабинет;ГМ-0420
21120;1;1;0;1;1;Адаптивный дизайн блока лента новостей;ГМ-0420
21126;1;1;0;1;1;Адаптивный дизайн блока корзина;ГМ-0420
21054;1;1;0;1;1;Адаптивный дизайн меню;ГМ-0420
21060;1;1;0;1;1;Адаптивный дизайн карточки товара;ГМ-0420
21068;1;1;0;1;1;Адаптивный дизайн галереи;ГМ-0420
21180;1;1;0;1;1;Адаптивный дизайн всплывающего окна;ГМ-0420
21084;1;1;0;1;1;Адаптивный дизайн блока вопрос-ответ;ГМ-0420
4304|6074|7838|7842|9094;5;1;0;1;1;Брошюра А4 DNS 12 листов;РД-00103 Мерч и журнал
4518|6078|7896|7898|9096;5;6;0;1;0.1667;Брошюра А5 DNS 12 листов;Нейромед
4522|4628|4630|6080|9098;5;1;0;1;1;Брошюра А5 Hi-Kote 4 листа;ЗМ- 00110 Брошюра А5 Hi-Kote 4 листа
12344;1;1;0;1;1;Дизайн паттерна корпоративного;ЗМ- Брендбук Инновационный колледж
21230;1;1;0;1;1;ТЗ с конструкционным решением для вывески;ГМ-0432 (МАКЕТ ВЫВЕСКИ)
21232;1;1;0;1;1;ТЗ с конструкционным решением для вывески;ГМ-0432 (МАКЕТ ВЫВЕСКИ)
21222;1;1;0;1;1;Паспорт конструкции для вывески световой со спецификацией;ГМ-0432 (МАКЕТ ВЫВЕСКИ)
21224;1;1;0;1;1;Паспорт конструкции для вывески световой со спецификацией;ГМ-0432 (МАКЕТ ВЫВЕСКИ)
21226;1;1;0;1;1;Паспорт конструкции для вывески световой со спецификацией;ГМ-0432 (МАКЕТ ВЫВЕСКИ)
21248;1;2;0;1;0.5;Объемный стикер со смолой 3х3 см квадрат;сараби стикеры
21252;1;1;1;1;1;Объемный стикер со смолой 3х3 см квадрат;ДЗ-0140
21284;1;1;0;1;1;Объемный стикер со смолой 3х3 см фигурный;РД-00103 Мерч и журнал
21254;1;1;1;1;1;Объемный стикер со смолой 4х3 см;МА-0937
21314;1;2;0;1;0.5;Объемный стикер со смолой 4х4 см квадрат;АО0007
21294;1;2;0;1;0.5;Объемный стикер со смолой 5х5 см квадрат;АГ - 240412-2 _ Стикеры со смолой
21302;1;2;0;1;0.5;Объемный стикер со смолой 5х5 см квадрат;ДЗ-0118
21394;1;1;0;1;1;Дизайн евроменю;ГГ-0071
21384;1;1;0;1;1;Дизайн диджитал-меню;ААХ 0139 Баблзилла Диджитал меню
21386;1;1;0;1;1;Дизайн диджитал-меню;Сделка #64110
21362;1;2;0;1;0.5;Дизайн баннера 4х3;БББ-1647
21336;1;1;0;1;1;Дизайн баннера брандмауэра;ИД0368
21344;1;1;0;1;1;Дизайн сити-формата;ГГ-0062
21418;1;1;1;1;1;Дизайн шаблона для поста;ИИ - 65862 Дизайнерские услуги Обермастер
21102;1;1;0;1;1;Адаптивный дизайн блока условия доставки/возврата;ГМ-0420
21468|21474;2;1;0;1;1;Разработка шрифтового логотипа;РД-0280 Лого кофейня
21552;1;1;0;1;1;Подбор фирменных цветов;РД-0101  лого тулуза
21556;1;1;0;1;1;Разработка маскота;ГМ-0562  (ПРИМЕР РАБОТ МАСКОТ ПИКО)
21458;1;1;1;1;1;Редизайн логотипа;ЗМ-00153
21460;1;1;0;1;1;Редизайн логотипа;МХ 0016
21694;1;1;0;1;1;Адаптивная верстка и привязка блока отзывы;ИД0673
21732;1;1;0;1;1;Виниловый магнит 10х7 см;ИД0144
21734;1;1;0;1;1;Виниловый магнит 10х7 см;ИД0173
21862;1;1;0;1;1;Магнит на автомобиль 40х60 см;РД-0180 Брендирование Инновационный Колледж
22044;1;1;0;1;1;Наложение видео на слайд презентации;ГГ-0082
22038;1;1;0;1;1;Наложение звука на слайд презентации;ГГ-0082
6448|6468|7484|7510|7814|8244|8272|8316|8416|8452|8644|8720|8754|8766|8788;15;1;0;1;1;Панель-кронштейн световой двусторонний с композитной обшивкой;ГМ-0513
22218;1;1;0;1;1;Табличка из царапанного пластика с гравировкой 30х10 см;МА-1048
22210;1;1;0;1;1;Табличка из царапанного пластика с гравировкой 30х15 см;РРР-0148 Медикал Хаус таблички и бейджи
22196;1;2;0;1;0.5;Табличка из царапанного пластика с гравировкой 30х20 см;ИД0288
22888;1;3;0;1;0.3333;Стойка для оплаты акриловая с гравировкой на деревянной ножке 15х20 см;Мх- световой короб+ визитки+сбер стойка
22912;1;3;0;1;0.3333;Стойка для оплаты акриловая с гравировкой и объемными элементами 10х15 см;ЗМ-00042
22924;1;3;1;1;0.3333;Стойка для оплаты акриловая с гравировкой и объемными элементами 15х15 см;МХ 0031 стойка для оплаты
22948;1;3;0;1;0.3333;Стойка для оплаты акриловая с гравировкой и объемными элементами 20х20 см;МХ шик пос
22972;1;3;0;1;0.3333;Стойка для оплаты акриловая с гравировкой и закругленными углами 10х15 см;МН--0062--СБерДляКофе
22626;1;1;0;1;1;Ручка  с логотипом soft-touch металлическая (C1);ИД0577
22736;1;1;0;1;1;Ежедневник недатированный А5 «Megapolis Velvet»;ААХ 0050 Блокноты ежедневники
22984;1;2;0;1;0.5;Визитница пластиковая с гравировкой;АА 0065 отопление
22418;1;1;0;1;1;Текстурирование интерьер;ГА-240513 Ювелирный магазин
22420;1;1;0;1;1;Освещение интерьер;АД-105 (светильники и примеры работ)
22430;1;1;0;1;1;Рендеринг интерьер;АГ-250222-01 [Рендер Экст & Инт _ Концепт]
22432;1;1;0;1;1;Обмерный план экстерьер;АГ-2409-01 Дизайн Офиса, моделирование
22444;1;1;0;1;1;Архитектурное моделирование экстерьер;АГ-181224 Коттедж Экстерьер
22450;1;1;0;1;1;Декорирование экстерьер;АГ-2409-01 Дизайн Офиса, моделирование
22462;1;1;0;1;1;Освещение экстерьер;АГ-2409-01 Дизайн Офиса, моделирование
22464;1;1;0;1;1;Освещение экстерьер;АГ - 2503_01 - Неонов вывеска
22468;1;1;0;1;1;Рендеринг экстерьер;АГ-202412-01 [Визуализации вывески Лабуса]
22472;1;1;0;1;1;Рендеринг экстерьер;АГ-250222-01 [Рендер Экст & Инт _ Концепт]
7684;1;1;0;1;1;Монтаж вывески простой;АЛ-0594
7696;1;1;0;1;1;Монтаж вывески сложный;МА-0704
7698;1;1;0;1;1;Монтаж вывески сложный;АЛ-0462
22300;1;16;0;1;0.0625;Стикер виниловый 4 см УФ-печать;МАМ-0402
23246;1;1;0;1;1;Табличка из цветного акрила с гравировкой 15х15 см;Полиграфическая табличка из ПВХ 15х15 см_25х24_80_30_
23234;1;1;0;1;1;Табличка из цветного акрила с гравировкой 30х10 см;Полиграфическая табличка из ПВХ 15х15 см_25х24_80_30_
23378;1;1;0;1;1;Табличка из зеркального акрила с гравировкой 10х10 см;МХ буквы шик
23368;1;2;1;1;0.5;Табличка из зеркального акрила с гравировкой 15х15 см;МН 0120 Таблички фигаро
23344;1;2;0;1;0.5;Табличка из зеркального акрила с гравировкой 30х15 см;АГ-240923 [Юг-Информ табличка]
23336;1;1;0;1;1;Табличка из зеркального акрила с гравировкой 30х20 см;ЗМ-000108
13806|6288|6348|6816|9796;5;2;1;1;0.5;Полиграфическая табличка из ПВХ с ламинацией 30х15 см;Полиграфическая табличка из ПВХ с ламинацией 30х40 см
13806|6288|6816|9844;4;2;0;1;0.5;Полиграфическая табличка из Композита 30х15 см;ЗМ - 68792 пластиковые карты 200 шт. табличка Пвх 3 2 стороны сберстойка гравировка 15х10
13808|6288|6806|9796;4;1;0;1;1;Полиграфическая табличка из ПВХ 30х10 см;гм-0407
13660;1;1;0;1;1;Дизайн меню-буклета;ГГ-0081
7488|7512|7726|7792|8392|8452;6;37;0;0;0;"Световая вывеска ""КОФЕЙНЯ""";
7486|7510|7726|7790|8392|8452;6;24;0;0;0;"Световая вывеска ""АПТЕКА""";
10414|10418|10420|10724;4;1;0;0;0;"Разработка логотипа пакет ""Стандарт""";
10418|10420|10722|11544|21464|21470;6;1;0;0;0;"Разработка логотипа пакет ""Базовый""";
10418|10420|10722|11546|21464|21470;6;1;0;0;0;"Разработка логотипа пакет ""Креативная группа""";
10418|10420|11544|11550|21552|7286;6;1;0;0;0;"Разработка фирменного стиля пакет ""Стандарт""";
10418|10420|11546|11550|12342|21552|7286;7;1;0;0;0;"Разработка фирменного стиля пакет ""Базовый""";
10418|10420|11546|11550|12342|21452|21464|21552|21558;9;1;0;0;0;"Разработка фирменного стиля пакет ""Креативная группа""";
5270|5288|5372;3;1;0;0;0;Визитки с ламинацией 25 мкр. Оперативная полиграфия.;
5274|5290|5372;3;1;0;0;0;Визитки с ламинацией 25 мкр. Оперативная полиграфия.;
5270|5304|5372;3;1;0;0;0;Визитки с ламинацией 75 мкр. Оперативная полиграфия.;
5274|5306|5372;3;1;0;0;0;Визитки с ламинацией 75 мкр. Оперативная полиграфия.;
5258|5372|5442;3;1;0;0;0;Визитки с ламинацией 250 мкр. Оперативная полиграфия.;
5266|5372|5446;3;1;0;0;0;Визитки с ламинацией 250 мкр. Оперативная полиграфия.;
5274|5372|5450;3;1;0;0;0;Визитки с ламинацией 250 мкр. Оперативная полиграфия.;
5424;1;1;0;0;0;Визитки эконом. Офсет.;
5090|5192;2;1;0;0;0;Флаер эконом 105 гр/м2 двухсторонний;
5078|5178;2;1;0;0;0;Флаер глянец 115 гр/м2 двухсторонний;
5082|5178;2;1;0;0;0;Флаер глянец 115 гр/м2 двухсторонний;
5090|5178;2;1;0;0;0;Флаер глянец 115 гр/м2 двухсторонний;
5082|5182;2;1;0;0;0;Флаер глянец 150 гр/м2 двухсторонний;
5090|5182;2;1;0;0;0;Флаер глянец 150 гр/м2 двухсторонний;
5258|5372|5442|9114;4;1;0;0;0;Визитки с ламинацией 250 мкр. и скругленными углами. Оперативная полиграфия.;
5266|5372|5446|9116;4;1;0;0;0;Визитки с ламинацией 250 мкр. и скругленными углами. Оперативная полиграфия.;
5082|5186;2;1;0;0;0;Флаер глянец 200 гр/м2 двухсторонний;
5270|5372|5448|9118;4;1;0;0;0;Визитки с ламинацией 250 мкр. и скругленными углами. Оперативная полиграфия.;
5274|5372|5450|9118;4;1;0;0;0;Визитки с ламинацией 250 мкр. и скругленными углами. Оперативная полиграфия.;
5090|5186;2;1;0;0;0;Флаер глянец 200 гр/м2 двухсторонний;
5078|5168;2;1;0;0;0;Флаер стандарт 120 гр/м2 двухсторонний;
5082|5168;2;1;0;0;0;Флаер стандарт 120 гр/м2 двухсторонний;
5086|5168;2;1;0;0;0;Флаер стандарт 120 гр/м2 двухсторонний;
5090|5168;2;1;0;0;0;Флаер стандарт 120 гр/м2 двухсторонний;
5086|5170;2;1;0;0;0;Флаер стандарт 160 гр/м2;
5090|5170;2;1;0;0;0;Флаер стандарт 160 гр/м2;
4628|5756;2;1;0;0;0;Буклет А4 2 Бига эконом 105 гр/м2;
4628|5758;2;2;0;0;0;Буклет А4 2 Бига эконом 105 гр/м2;
7906|8196;2;1;0;0;0;Буклет А4 2 Бига глянец 115 гр/м2;
5754|7906;2;1;0;0;0;Буклет А4 2 Бига глянец 115 гр/м2;
5756|7906;2;1;0;0;0;Буклет А4 2 Бига глянец 115 гр/м2;
5758|7906;2;2;0;0;0;Буклет А4 2 Бига глянец 115 гр/м2;
4620|5754;2;1;0;0;0;Буклет А4 2 Бига глянец 170 гр/м2;
4620|5756;2;1;0;0;0;Буклет А4 2 Бига глянец 170 гр/м2;
4620|5758;2;2;0;0;0;Буклет А4 2 Бига глянец 170 гр/м2;
12826|4518|9096;3;1;0;0;0;Буклет А4 2 Бига эконом 270 гр/м2;
12826|4522|9100;3;1;0;0;0;Буклет А4 2 Бига эконом 270 гр/м2;
12826|4526|9102;3;1;0;0;0;Буклет А4 2 Бига эконом 270 гр/м2;
12826|4530|9104;3;1;0;0;0;Буклет А4 2 Бига эконом 270 гр/м2;
4316|7838;2;1;0;0;0;Листовка А3 стандарт 120 гр/м2 двусторонняя;
4312|7840;2;1;0;0;0;Листовка А3 стандарт 160 гр/м2 двусторонняя;
4316|7840;2;2;0;0;0;Листовка А3 стандарт 160 гр/м2 двусторонняя;
4312|7842;2;1;0;0;0;Листовка А3 стандарт 200 гр/м2 двусторонняя;
4316|7842;2;1;0;0;0;Листовка А3 стандарт 200 гр/м2 двусторонняя;
4316|7844;2;1;0;0;0;Листовка А3 стандарт 250 гр/м2 двусторонняя;
4308|7854;2;1;0;0;0;Листовка А3 глянец 170 гр/м2 двусторонняя;
4312|7854;2;1;0;0;0;Листовка А3 глянец 170 гр/м2 двусторонняя;
4316|7854;2;1;0;0;0;Листовка А3 глянец 170 гр/м2 двусторонняя;
4316|7856;2;1;0;0;0;Листовка А3 глянец 200 гр/м2 двусторонняя;
4316|7858;2;1;0;0;0;Листовка А3 глянец 250 гр/м2 двусторонняя;
4316|7866;2;1;0;0;0;Листовка А3 эконом 270 гр/м2 двусторонняя;
4314|7838;2;1;0;0;0;Листовка А3 стандарт 120 гр/м2 односторонняя;
4318|7838;2;1;0;0;0;Листовка А3 стандарт 120 гр/м2 односторонняя;
4318|7842;2;1;0;0;0;Листовка А3 стандарт 200 гр/м2 односторонняя;
4318|7844;2;1;0;0;0;Листовка А3 стандарт 250 гр/м2 односторонняя;
4310|7854;2;1;0;0;0;Листовка А3 глянец 170 гр/м2 односторонняя;
4314|7854;2;1;0;0;0;Листовка А3 глянец 170 гр/м2 односторонняя;
4318|7854;2;1;0;0;0;Листовка А3 глянец 170 гр/м2 односторонняя;
4318|7856;2;1;0;0;0;Листовка А3 глянец 200 гр/м2 односторонняя;
4314|7858;2;1;0;0;0;Листовка А3 глянец 250 гр/м2 односторонняя;
4318|7858;2;1;0;0;0;Листовка А3 глянец 250 гр/м2 односторонняя;
4710|4796;2;1;0;0;0;Листовка А5 стандарт 120 гр/м2 двусторонняя;
4714|4800;2;2;0;0;0;Листовка А5 стандарт 200 гр/м2 двусторонняя;
4718|4800;2;1;0;0;0;Листовка А5 стандарт 200 гр/м2 двусторонняя;
4714|4812;2;2;0;0;0;Листовка А5 глянец 170 гр/м2 двусторонняя;
4718|4812;2;1;0;0;0;Листовка А5 глянец 170 гр/м2 двусторонняя;
4714|4814;2;2;0;0;0;Листовка А5 глянец 200 гр/м2 двусторонняя;
4718|4814;2;1;0;0;0;Листовка А5 глянец 200 гр/м2 двусторонняя;
4710|4816;2;1;0;0;0;Листовка А5 глянец 250 гр/м2 двусторонняя;
