TEMPLATE_BUNDLE_KEY;TEMPLATE_PRODUCT_COUNT;TEMPLATE_DEAL_COUNT;EXACT_ORDER_MATCH_COUNT;CONTAINED_ORDER_MATCH_COUNT;MATCH_RATE_PER_TEMPLATE_DEAL;SAMPLE_TEMPLATE_TITLE;SAMPLE_ORDER_TITLE
24916;1;1;0;0;0;Сумка на молнии «Purch» из хлопка 340 г/м2;
24918;1;1;0;0;0;Сумка «Zeus»;
24920;1;1;0;0;0;Сумка «Zeus»;
24922;1;1;0;0;0;Сумка «Zeus»;
24924;1;1;0;0;0;Сумка «Zeus»;
24926;1;1;0;0;0;Сумка «Zeus»;
24928;1;1;0;0;0;Сумка «Zeus»;
24930;1;1;0;0;0;Сумка-шоппер Reviver из нетканого переработанного материала RPET;
24932;1;1;0;0;0;Сумка-шоппер Reviver из нетканого переработанного материала RPET;
24934;1;1;0;0;0;Сумка-шоппер Reviver из нетканого переработанного материала RPET;
24936;1;1;0;0;0;Сумка-шоппер Reviver из нетканого переработанного материала RPET;
24938;1;1;0;0;0;Сумка-шоппер Reviver из нетканого переработанного материала RPET;
24638;1;1;0;0;0;Термокружка с индикатором и медной изоляцией (Bravo) 400 мл;
24940;1;1;0;0;0;Термокружка с индикатором и медной изоляцией (Bravo) 400 мл;
24950;1;1;0;0;0;Термокружка с индикатором и медной изоляцией (Bravo) 400 мл;
24952;1;1;0;0;0;Термокружка с индикатором и медной изоляцией (Bravo) 400 мл;
24954;1;1;0;0;0;Термокружка с индикатором и медной изоляцией (Bravo) 400 мл;
4516|4654|5512|5720|6748;5;1;0;0;0;Открытка бумага Verona слоновая кость с конвертом 10х21 см;
4520|4654|5514|5720|6754;5;1;0;0;0;Открытка бумага Verona слоновая кость с конвертом 10х21 см;
4524|4654|5516|5720|6754;5;2;0;0;0;Открытка бумага Verona слоновая кость с конвертом 10х21 см;
4528|4654|5518|5720|6754;5;1;0;0;0;Открытка бумага Verona слоновая кость с конвертом 10х21 см;
23922|23932|23944|8694|8752|9928;6;5;0;0;0;"Неоновая вывеска ""BEAUTY STUDIO"" (96х50 см)";
23922|23932|23944|8696|8752|9928;6;2;0;0;0;"Неоновая вывеска ""BEAUTY BAR"" (128х65 см)";
23922|23932|23944|8696|8752|9544;6;2;0;0;0;"Неоновая вывеска ""CHILL-ZONE"" (156х50 см)";
23924|23934|23946|8696|8754|9548;6;1;0;0;0;"Неоновая вывеска ""FITNES CLUB"" (176х118 см)";
23924|23932|23944|8696|8754|9930;6;1;0;0;0;"Неоновая вывеска ""GOODS VIBE ONLY"" (136х80 см)";
23922|23932|23944|8696|8754|9930;6;1;0;0;0;"Неоновая вывеска ""JUST RELAX"" (200х66 см)";
23208|23926|23934|23946|8698|8760|9930;7;1;0;0;0;"Неоновый подвесной светильник ""THIS IS THE MOMENT"" (230х230 см)";
23920|23932|23944|8696|8754|9930;6;1;0;0;0;"Неоновая вывеска ""WELCOM"" (150х70 см)";
23208|23924|23934|23946|8696|8754|9930;7;1;0;0;0;"Неоновый подвесной светильник ""WELCOM DAGESTAN"" (150х150 см)";
23924|23932|23944|8694|8752|9928;6;1;0;0;0;"Неоновая вывеска ""СИЛУЭТ"" (67х90 см)";
23920|23934|23946|8696|8754|9548;6;1;0;0;0;"Неоновая вывеска ""ВОЛНА"" (220х95 см)";
23208|23924|23932|23944|8692|8754|9930;7;1;0;0;0;"Неоновый подвесной светильник ""ЕДА СО ВКУСОМ"" (140х140 см)";
